Latitude,Longitude,StationName,State,County,StationID,Date,Time,RainAccumulation(Inches),WindSpeed(MPH),WindDirection(Degrees),AirTempreture(Fahrenheit),RelativeHumidity(%),SolarRadiation(W/M^2)
39.30351,-121.11725,READER RANCH,CA,Nevada,17092915,2022/03/21,03:14:00+00,24.91,0.0,104.0,55.0,31.0,1.0
40.71994,-123.92829,KNEELAND,CA,Humboldt,17503003,2022/08/31,12:56:00+00,42.89,3.0,103.0,69.0,32.0,0.0
36.13472,-115.43,RED ROCK,NV,Clark,16846640,2022/03/15,12:33:59+00,0.1,6.0,261.0,41.0,43.0,0.0
44.66611,-118.92194,KEENEY TWO,OR,Grant,17020963,2022/05/02,23:29:00+00,7.58,6.0,327.0,37.0,85.0,614.0
35.54172,-76.22308,FAIRFIELD,NC,Hyde,17084196,2022/03/15,13:17:00+00,7.14,1.0,349.0,55.0,86.0,279.0
35.97444,-92.19417,BLANCHARD SPRINGS,AR,Stone,17531668,2022/03/15,13:17:00+00,11.59,1.0,351.0,49.0,88.0,10.0
45.15694,-109.36056,TIMBERCREST,MT,Carbon,17082185,2022/05/04,00:14:59+00,0.48,7.0,265.0,39.0,90.0,164.0
34.29058,-117.2135,ROCK CAMP,CA,San Bernardino,17411369,2022/08/31,13:02:00+00,20.97,1.0,127.0,71.0,35.0,0.0
32.99177,-111.53264,CASA GRANDE,AZ,Pinal,17469217,2022/07/07,14:23:00+00,1.16,2.0,87.0,85.0,19.0,253.0
46.26833,-117.49833,ALDER RIDGE,WA,Garfield,16993583,2022/08/31,13:10:00+00,8.01,1.0,43.0,74.0,22.0,1.0
30.105,-94.93139,DAYTON,TX,Liberty,17322276,2022/03/15,13:21:59+00,11.97,4.0,295.0,54.0,80.0,57.0
42.47181,-119.17839,FISH FIN RIM,OR,Harney,16855599,2022/08/31,12:54:00+00,2.88,6.0,234.0,60.0,34.0,0.0
40.39433,-117.62567,SIARD,NV,Pershing,16849204,2022/08/31,12:38:00+00,1.93,1.0,87.0,56.0,32.0,0.0
60.72697,-150.87592,SWANSON RIVER,AK,Kenai Peninsula,16898086,2022/05/26,21:49:59+00,0.02,2.0,305.0,72.0,30.0,808.0
46.24083,-84.51111,RUDYARD,MI,Chippewa,17281058,2022/08/31,13:15:00+00,12.67,6.0,283.0,63.0,78.0,175.0
41.80086,-118.45136,TEXAS SPRINGS,NV,Humboldt,16848691,2022/03/15,12:38:00+00,0.1,10.0,303.0,38.0,69.0,0.0
37.8615,-105.28408,BLACK MOUNTAIN,CO,Huerfano,17006394,2022/08/31,12:56:00+00,11.83,3.0,328.0,59.0,47.0,8.0
33.15556,-92.19111,FELSENTHAL NWR,AR,Union,17475096,2022/03/21,23:24:00+00,8.16,5.0,157.0,74.0,41.0,87.0
34.1368,-117.70757,CLAREMONT,CA,Los Angeles,17150517,2022/03/15,12:55:00+00,11.56,2.0,21.0,51.0,49.0,0.0
37.46247,-119.78622,SNF02 PORTABLE,CA,Madera,19666439,2022/03/15,12:52:00+00,12.14,3.0,31.0,51.0,44.0,0.0
40.61051,-122.52731,WHISKEYTOWN HQ#2,CA,Shasta,17271078,2022/06/28,06:01:00+00,31.16,1.0,188.0,82.0,25.0,0.0
33.23833,-95.92472,GREENVILLE,TX,Hunt,17320743,2022/08/31,13:07:00+00,20.2,1.0,131.0,75.0,97.0,92.0
42.97236,-114.06253,ROCK LAKE,ID,Lincoln,16825396,2022/05/18,13:44:59+00,2.08,0.0,96.0,50.0,61.0,148.0
33.42361,-108.11,BEAVERHEAD,NM,Catron,17041195,2022/03/15,13:08:00+00,0.6,0.0,316.0,13.0,55.0,0.0
48.93855,-116.73451,SADDLE PASS,ID,Boundary,16921393,2022/03/15,13:08:00+00,3.82,2.0,109.0,27.0,100.0,0.0
61.75898,-150.05003,WILLOW,AK,Matanuska-Susitna,17005094,2022/05/16,20:58:00+00,0.0,3.0,357.0,61.0,25.0,642.0
21.20333,-156.96611,MAKAPULAPAI,HI,Kalawao,16909633,2022/05/17,13:15:59+00,2.9,4.0,206.0,68.0,80.0,0.0
67.02894,-143.29786,GRAPHITE LAKE,AK,Yukon-Koyukuk,16896551,2022/07/07,14:18:00+00,1.76,13.0,45.0,67.0,66.0,52.0
34.14944,-105.00597,ROSWELL #2 PORTABLE,NM,Lincoln,17405515,2022/03/15,13:21:00+00,0.35,2.0,283.0,19.0,71.0,0.0
47.97038,-123.4987,HURRICANE,WA,Clallam,16977983,2022/07/07,14:28:00+00,0.38,7.0,156.0,43.0,97.0,37.0
42.93611,-122.43472,MOUNT STELLA,OR,Jackson,16987684,2022/03/15,12:40:00+00,7.38,3.0,281.0,35.0,100.0,0.0
45.59528,-123.48361,SOUTH FORK,OR,Tillamook,17175577,2022/07/27,22:12:59+00,77.18,0.0,230.0,90.0,40.0,833.0
29.66917,-94.43833,ANAHUAC,TX,Chambers,17008167,2022/04/04,17:13:00+00,5.37,15.0,109.0,73.0,83.0,284.0
44.11114,-122.57725,TROUT CREEK,OR,Lane,16854104,2022/08/31,13:15:00+00,52.47,0.0,263.0,66.0,68.0,0.0
46.31472,-111.69667,ELKHORN,MT,Broadwater,17529114,2022/08/31,12:54:00+00,10.16,0.0,10.0,67.0,26.0,2.0
40.35152,-120.30382,CALFIRE PORTABLE 22,CA,Lassen,17226022,2021/12/15,14:48:59+00,7.1,1.0,301.0,21.0,93.0,0.0
38.01208,-76.89056,GDR-PORT-QD,VA,Rappahannock,17490993,2022/03/15,18:42:00+00,0.0,5.0,245.0,73.0,23.0,781.0
33.50536,-115.83969,DOS PALMAS,CA,Riverside,16805470,2022/03/15,13:15:00+00,0.21,0.0,64.0,52.0,28.0,0.0
36.56707,-118.95788,SHADEQUARTER,CA,Tulare,17103149,2022/03/21,02:56:00+00,12.76,13.0,317.0,40.0,100.0,0.0
42.06944,-115.78611,POLE CREEK,ID,Owyhee,16817200,2022/05/02,22:42:00+00,5.82,20.0,279.0,36.0,91.0,230.0
37.49611,-107.72944,BIG BEAR PARK,CO,La Plata,17351716,2022/08/23,20:55:00+00,13.63,8.0,135.0,56.0,74.0,280.0
39.425,-122.97722,SODA CREEK,CA,Lake,16959787,2022/05/17,13:21:59+00,9.06,0.0,158.0,37.0,97.0,3.0
42.62614,-117.39514,GRASSY MOUNTAIN,OR,Malheur,16861237,2022/05/05,01:24:00+00,25.41,5.0,123.0,69.0,32.0,371.0
40.05886,-120.09372,DOYLE,CA,Lassen,16840763,2022/08/31,13:11:00+00,0.44,5.0,140.0,95.0,15.0,637.0
33.34688,-82.21222,FORT GORDON,GA,Richmond,17454350,2022/04/28,19:02:00+00,13.32,4.0,112.0,81.0,22.0,1048.0
40.95278,-110.48056,HEWINTA,UT,Summit,16949545,2022/06/30,08:11:00+00,0.54,4.0,187.0,50.0,77.0,0.0
42.10375,-123.68508,ILLINOIS VALLEY AIRPORT,OR,Josephine,16989487,2022/03/15,12:52:00+00,5.46,2.0,127.0,47.0,99.0,0.0
46.15321,-85.27071,REXTON,MI,Mackinac,17280808,2022/05/08,04:31:00+00,1.88,2.0,179.0,41.0,41.0,0.0
39.18383,-120.88442,SECRET TOWN,CA,Nevada,17102893,2022/03/21,03:29:00+00,34.46,0.0,26.0,50.0,48.0,0.0
44.925,-123.46944,ROCKHOUSE 1,OR,Polk,17176860,2022/06/24,02:13:00+00,56.71,4.0,52.0,65.0,52.0,300.0
42.1,-77.1,GANG MILLS,NY,Steuben,17391137,2022/03/15,13:08:00+00,4.84,0.0,156.0,31.0,100.0,81.0
40.56633,-116.75769,BEACON LIGHT,NV,Lander,16837944,2022/03/15,12:39:00+00,0.58,2.0,142.0,42.0,57.0,0.0
40.61722,-109.24278,DIAMOND RIM,UT,Uintah,16871473,2022/08/31,13:27:00+00,8.06,4.0,14.0,65.0,24.0,26.0
36.01175,-121.24168,FORT HUNTER LIGGETT,CA,Monterey,17252908,2022/08/31,13:25:00+00,11.77,0.0,87.0,52.0,72.0,0.0
55.39583,-116.10806,3 MILE (TEST AGAIN),ID,Clark,17192238,2022/01/18,15:13:00+00,0.43,1.0,46.0,18.0,87.0,5.0
35.7772,-118.43374,RIVERKERN,CA,Kern,17115191,2022/08/31,12:57:00+00,6.49,1.0,68.0,74.0,36.0,0.0
47.56214,-107.5285,SOUTH SAWMILL CREEK,MT,Garfield,16831021,2022/06/20,23:09:00+00,6.19,7.0,262.0,69.0,53.0,460.0
35.8644,-120.80298,BRADLEY,CA,Monterey,17375264,2022/03/15,13:12:59+00,5.28,0.0,120.0,41.0,77.0,0.0
44.84883,-114.02639,EZRA CREEK,ID,Lemhi,16822828,2022/08/01,15:26:00+00,5.28,4.0,189.0,73.0,29.0,375.0
33.55253,-109.31731,STRAY HORSE,AZ,Greenlee,17272362,2022/08/31,13:18:59+00,20.05,4.0,61.0,59.0,62.0,6.0
31.94972,-90.38056,COPIAH,MS,Copiah,17365792,2022/08/31,13:10:00+00,42.36,1.0,203.0,77.0,100.0,194.0
38.30292,-116.19342,PANCAKE,NV,Nye,16839231,2022/08/31,13:27:00+00,3.11,6.0,134.0,56.0,49.0,2.0
56.97389,-133.66,KAKE,AK,Wrangell-Petersburg,17005616,2022/08/31,12:56:00+00,47.78,4.0,289.0,52.0,98.0,0.0
35.38072,-120.18809,LA PANZA,CA,San Luis Obispo,17098026,2022/03/15,12:55:00+00,5.76,0.0,227.0,32.0,80.0,0.0
36.58194,-113.73194,TWEEDS POINT,AZ,Mohave,16788526,2022/03/15,12:33:59+00,0.16,4.0,162.0,50.0,22.0,0.0
47.61992,-119.89939,DOUGLAS,WA,Douglas,16872501,2022/03/15,12:49:00+00,0.75,5.0,161.0,36.0,100.0,0.0
40.61722,-109.24278,DIAMOND RIM,UT,Uintah,16871471,2022/04/25,16:27:00+00,4.83,5.0,249.0,41.0,50.0,510.0
41.97639,-123.61222,CRAZY PEAK,CA,Del Norte,16991534,2022/03/15,12:39:00+00,7.0,5.0,283.0,40.0,97.0,0.0
36.8837,-119.47572,FANCHER CREEK,CA,Fresno,17093421,2022/03/21,03:01:00+00,8.62,6.0,76.0,53.0,73.0,2.0
47.04593,-114.11207,FINNEY'S MEADOW,MT,Missoula,17191734,2022/03/15,13:28:00+00,3.62,5.0,206.0,39.0,87.0,0.0
41.8019,-122.1097,JUANITA LAKE,CA,Siskiyou,16954669,2022/03/15,13:18:00+00,10.62,2.0,354.0,39.0,89.0,0.0
45.11389,-118.40389,J RIDGE,OR,Union,16999983,2022/07/21,22:28:00+00,13.15,3.0,284.0,89.0,15.0,924.0
30.54194,-82.34333,EDDY TOWER,FL,Baker,17047587,2022/03/15,12:57:00+00,8.94,0.0,57.0,57.0,98.0,35.0
38.7846,-120.31051,SUGARLOAF (ENF),CA,El Dorado,17530135,2022/08/31,13:24:00+00,0.33,1.0,307.0,72.0,26.0,47.0
46.35781,-118.8685,JUNIPER DUNES,WA,Franklin,16873014,2022/08/31,12:49:00+00,5.67,12.0,95.0,72.0,35.0,0.0
44.85028,-109.61139,CRANDALL,WY,Park,16929842,2022/05/16,12:12:00+00,3.5,5.0,281.0,45.0,73.0,1.0
41.0805,-119.77672,JUNIPER SPRINGS,NV,Washoe,16803376,2022/03/15,13:25:00+00,3.96,8.0,254.0,37.0,88.0,0.0
38.91189,-122.70631,KONOCTI,CA,Lake,17095723,2022/06/24,01:57:00+00,18.01,10.0,258.0,88.0,16.0,365.0
19.92417,-155.79361,WAIKOLOA,HI,Hawaii,17559060,2022/03/21,02:35:59+00,6.76,5.0,336.0,76.0,74.0,365.0
47.32594,-101.37736,KNIFE RIVER,ND,Mercer,17524255,2022/06/01,03:51:00+00,4.29,5.0,242.0,49.0,47.0,0.0
37.75947,-119.82056,CRANE,CA,Mariposa,16902206,2022/05/12,08:00:00+00,13.82,4.0,103.0,34.0,58.0,0.0
45.21167,-123.77194,CEDAR,OR,Tillamook,16992315,2022/08/31,13:11:00+00,141.28,0.0,140.0,60.0,74.0,0.0
60.32194,-160.18778,KILBUCK,AK,Bethel,16897572,2022/05/26,21:57:00+00,0.15,11.0,43.0,56.0,54.0,543.0
41.68694,-116.76611,ANTELOPE LAKE,NV,Elko,16842282,2022/05/31,01:43:00+00,5.14,8.0,33.0,45.0,62.0,162.0
31.71361,-82.38778,BAXLEY,GA,Appling,17327648,2022/05/11,20:03:59+00,7.73,14.0,18.0,83.0,29.0,840.0
38.86194,-122.41722,KNOXVILLE CREEK,CA,Lake,16804670,2022/08/31,13:09:00+00,20.62,4.0,356.0,55.0,26.0,0.0
57.8,-135.13333,HOONAH,AK,Skagway-Hoonah-Angoon,17002277,2022/08/31,12:56:00+00,47.31,0.0,287.0,52.0,100.0,0.0
35.87111,-117.91833,FIVE MILE,CA,Inyo,17146672,2022/08/31,13:26:00+00,0.86,3.0,7.0,85.0,18.0,1.0
43.55056,-105.09222,ROCHELLE HILLS,WY,Campbell,16924980,2022/08/31,13:05:00+00,9.85,3.0,151.0,69.0,38.0,24.0
31.10972,-83.42694,ADEL - MARTY,GA,Cook,17327906,2022/02/19,12:04:00+00,4.13,3.0,328.0,39.0,73.0,0.0
39.47469,-121.20241,PIKE COUNTY LOOKOUT,CA,Yuba,16962355,2022/06/28,06:10:00+00,41.77,7.0,90.0,73.0,22.0,0.0
65.29644,-143.07236,BEN CREEK,AK,Yukon-Koyukuk,16905265,2022/08/31,13:20:00+00,6.57,3.0,124.0,41.0,99.0,0.0
31.28028,-93.83861,SABINE SOUTH,TX,Sabine,17051424,2022/03/15,13:08:00+00,8.98,0.0,290.0,54.0,100.0,11.0
36.8422,-121.36216,HOLLISTER,CA,San Benito,17375525,2022/08/31,13:12:59+00,8.87,0.0,294.0,53.0,90.0,0.0
35.72167,-118.49889,WOFFORD HEIGHTS,CA,Kern,16798519,2022/08/31,13:01:00+00,2.28,6.0,290.0,72.0,34.0,0.0
41.08889,-74.91278,BLUE MOUNTAIN LAKES,NJ,Sussex,17461792,2022/08/11,21:14:59+00,30.31,1.0,349.0,81.0,41.0,93.0
35.66261,-118.02547,WALKER PASS EAST,CA,Kern,16812864,2022/07/05,05:26:00+00,0.0,10.0,2.0,59.0,42.0,0.0
40.06866,-121.584,CARPENTER RIDGE,CA,Butte,17097522,2022/08/31,12:55:00+00,39.51,5.0,174.0,68.0,22.0,0.0
34.77556,-94.89778,KIAMICHI,OK,Le Flore,17044266,2022/03/15,12:59:00+00,8.14,4.0,36.0,47.0,100.0,1.0
44.60778,-123.475,GELLATLY,OR,Benton,17420829,2022/08/31,13:09:00+00,62.26,5.0,252.0,54.0,98.0,0.0
39.58694,-107.40444,STORM KING MOUNTAIN,CO,Garfield,16789064,2022/08/23,20:58:59+00,9.69,8.0,116.0,68.0,35.0,593.0
38.78042,-111.86547,LOST CREEK,UT,Sevier,16867120,2022/08/31,12:36:59+00,5.51,6.0,211.0,64.0,28.0,0.0
33.75474,-117.5001,TEMESCAL 2  (CNF),CA,Riverside,17156667,2022/08/31,12:42:00+00,1.74,3.0,16.0,83.0,32.0,0.0
40.43784,-122.83093,ARBUCKLE BASIN,CA,Shasta,17089839,2022/08/31,12:54:00+00,16.12,7.0,296.0,72.0,39.0,0.0
45.45964,-111.24447,SHENANGO,MT,Gallatin,16918063,2022/08/31,12:40:00+00,18.92,3.0,260.0,54.0,51.0,0.0
46.32268,-114.03881,SOFT ROCK,MT,Ravalli,19840518,2022/07/22,22:12:00+00,5.24,13.0,330.0,88.0,13.0,809.0
40.21108,-106.3295,GUNSIGHT,CO,Grand,16806708,2022/03/15,12:46:00+00,1.07,2.0,29.0,16.0,80.0,0.0
32.39139,-82.03722,METTER,GA,Candler,17327131,2022/08/31,13:04:00+00,24.26,3.0,340.0,80.0,79.0,208.0
39.35019,-113.38489,TULE VALLEY,UT,Millard,16867373,2022/08/31,12:36:59+00,3.02,3.0,122.0,77.0,18.0,0.0
37.39833,-121.80694,SANJOSE,CA,Santa Clara,17535249,2022/08/31,12:52:00+00,2.26,0.0,276.0,51.0,97.0,0.0
36.23118,-118.86902,MILO,CA,Tulare,17290281,2022/03/21,03:27:59+00,11.87,8.0,107.0,50.0,85.0,0.0
31.94972,-90.38056,COPIAH,MS,Copiah,17365791,2022/03/15,13:10:00+00,8.73,8.0,297.0,53.0,98.0,8.0
62.72388,-154.0764,FAREWELL,AK,Yukon-Koyukuk,16787243,2022/08/31,12:54:00+00,8.3,2.0,11.0,48.0,100.0,0.0
37.5425,-104.03194,PINION CANYON,CO,Otero,16942128,2022/08/31,13:24:00+00,10.41,9.0,193.0,68.0,69.0,39.0
31.395,-95.13889,RATCLIFF,TX,Houston,17051167,2022/08/31,13:02:59+00,25.64,0.0,30.0,72.0,98.0,21.0
31.41056,-90.84667,BUDE,MS,Franklin,17045282,2022/08/19,13:05:59+00,41.26,3.0,92.0,74.0,97.0,54.0
37.47312,-122.298,PULGAS,CA,Alameda,17111837,2022/08/31,13:18:59+00,0.01,0.0,169.0,56.0,96.0,0.0
36.20127,-82.38883,WATAUGA,TN,Unicoi,17548070,2022/08/31,13:05:59+00,33.28,2.0,276.0,66.0,94.0,125.0
39.60358,-114.66942,H-T PORTABLE #3,NV,White Pine,17276976,2022/02/27,21:12:00+00,62.53,4.0,134.0,44.0,22.0,657.0
40.39433,-117.62567,SIARD,NV,Pershing,16849203,2022/05/02,22:38:00+00,0.96,23.0,306.0,58.0,31.0,823.0
36.26667,-115.6,KYLE CANYON,NV,Clark,17128493,2022/03/15,12:49:59+00,0.12,6.0,239.0,36.0,47.0,0.0
35.19417,-108.16306,BLUEWATER RIDGE,NM,Cibola,17380135,2022/08/31,13:05:59+00,11.46,2.0,156.0,55.0,85.0,3.0
44.75778,-117.97111,ELK CREEK,OR,Baker,17183526,2022/06/29,06:55:00+00,15.22,1.0,34.0,44.0,80.0,0.0
35.46935,-79.38096,HORSESHOE HOUSE,NC,Moore,17473065,2022/03/15,13:15:59+00,8.86,0.0,271.0,41.0,95.0,205.0
47.41374,-124.1031,BLACK KNOB,WA,Grays Harbor,17118246,2022/07/20,11:31:00+00,70.05,1.0,346.0,52.0,100.0,0.0
33.64711,-117.41203,EL CARISO,CA,Riverside,17018417,2022/08/31,13:21:00+00,11.12,3.0,150.0,81.0,37.0,0.0
42.54794,-113.25947,RAFT RIVER,ID,Cassia,16819771,2022/05/18,14:19:59+00,2.62,5.0,214.0,57.0,44.0,242.0
44.92762,-110.99026,QUADRANT,WY,Park,16912695,2022/06/29,06:49:59+00,11.66,3.0,190.0,56.0,52.0,0.0
38.65239,-76.81609,CEDARVILLE,MD,Prince George's,17456157,2022/03/15,13:20:00+00,8.57,1.0,235.0,51.0,60.0,191.0
19.80336,-155.91819,KAUPULEHU LAVA FLOW,HI,Hawaii,17560340,2022/03/21,02:35:59+00,0.4,9.0,346.0,74.0,69.0,238.0
38.435,-96.56056,TALLGRASS PRAIRIE,KS,Chase,17249057,2022/07/25,13:31:00+00,23.53,10.0,49.0,66.0,93.0,44.0
37.30058,-88.62586,SHAWNEE PORTABLE #1,IL,Pope,17551135,2022/05/19,14:55:00+00,28.86,4.0,153.0,82.0,70.0,468.0
46.71853,-114.15731,FIRE EFFECTS PORTABLE #2,MT,Missoula,17501988,2022/08/31,13:27:00+00,4.5,0.0,255.0,62.0,32.0,9.0
37.55879,-113.71745,ENTERPRISE,UT,Washington,17303333,2022/04/11,17:03:59+00,7.89,21.0,214.0,56.0,15.0,729.0
35.00614,-106.31583,OAK FLATS,NM,Bernalillo,16932916,2022/08/31,13:04:00+00,15.0,3.0,60.0,55.0,99.0,2.0
40.58058,-119.78881,BUFFALO CREEK,NV,Washoe,16802610,2022/07/29,15:00:00+00,0.0,8.0,346.0,88.0,12.0,0.0
42.72361,-102.97167,KINGS CANYON,NE,Dawes,16925749,2022/03/15,13:23:00+00,0.16,10.0,200.0,42.0,36.0,4.0
32.74446,-116.67331,JAPATUL FIRE STATION,CA,San Diego,19651334,2022/05/06,01:52:00+00,13.66,4.0,55.0,72.0,34.0,143.0
38.66694,-112.65125,HORSE HOLLOW,UT,Millard,16866862,2022/08/31,12:36:59+00,7.37,1.0,145.0,69.0,26.0,0.0
30.2625,-98.62889,BIRD,TX,Gillespie,17313315,2022/04/25,16:08:00+00,1.27,10.0,24.0,64.0,87.0,112.0
31.69169,-111.44811,SASABE,AZ,Pima,16899095,2022/03/15,13:05:59+00,0.14,5.0,213.0,31.0,45.0,0.0
32.97417,-79.66861,WAMBAW,SC,Charleston,17052971,2022/08/31,12:46:59+00,29.33,0.0,215.0,77.0,95.0,29.0
63.97455,-146.55028,OKLAHOMA,AK,Southeast Fairbanks,17511185,2022/04/28,22:26:00+00,0.02,3.0,343.0,55.0,29.0,661.0
42.69361,-124.03944,BALD KNOB,OR,Coos,16988708,2022/08/31,12:39:00+00,32.25,5.0,176.0,68.0,28.0,0.0
36.55583,-106.10306,JARITA MESA,NM,Rio Arriba,17272619,2022/08/31,13:15:59+00,14.01,0.0,93.0,54.0,81.0,7.0
35.76082,-75.87145,DARE BOMB RANGE (FR2),NC,Dare,17494312,2022/03/15,13:28:59+00,9.1,2.0,264.0,57.0,78.0,317.0
43.42583,-103.75889,RED CANYON,SD,Fall River,16923438,2022/08/11,18:58:00+00,10.22,11.0,203.0,97.0,15.0,904.0
47.9885,-98.97487,DEVILS LAKE,ND,Benson,16780339,2022/08/15,15:52:00+00,14.33,4.0,357.0,69.0,91.0,198.0
45.05486,-105.94842,BRADSHAW CREEK,MT,Powder River,16831791,2022/03/15,13:25:00+00,5.33,5.0,213.0,32.0,68.0,2.0
32.17972,-103.72167,PADUCA,NM,Lea,16836646,2022/08/31,12:40:00+00,0.54,9.0,44.0,66.0,95.0,1.0
34.80637,-119.01363,CHUCHUPATE,CA,Ventura,16986422,2022/04/05,18:23:00+00,8.32,4.0,37.0,62.0,35.0,811.0
45.81044,-104.46308,EKALAKA,MT,Carter,17314620,2022/06/20,22:55:00+00,7.09,8.0,264.0,65.0,68.0,494.0
43.90173,-85.24517,EVART,MI,Osceola,17281829,2022/04/18,00:13:00+00,5.2,6.0,109.0,40.0,42.0,81.0
41.444,-119.11444,DRY CANYON,NV,Humboldt,16849465,2022/08/31,12:38:00+00,1.93,9.0,51.0,65.0,33.0,0.0
36.56924,-115.09051,WAMP SPRINGS,NV,Clark,17323550,2022/06/27,05:29:59+00,0.3,5.0,14.0,70.0,26.0,0.0
39.38686,-116.183,COMBS CANYON,NV,Eureka,16839731,2022/08/31,12:39:00+00,2.94,5.0,72.0,62.0,35.0,0.0
30.35833,-84.61139,BLOXHAM,FL,Leon,17294378,2022/03/19,11:15:00+00,13.9,2.0,170.0,65.0,97.0,0.0
40.58058,-119.78881,BUFFALO CREEK,NV,Washoe,16802607,2022/03/15,12:59:59+00,4.22,13.0,292.0,52.0,32.0,256.0
45.29722,-106.16183,FORT HOWES,MT,Powder River,16831289,2022/06/20,23:27:00+00,6.63,7.0,19.0,54.0,85.0,82.0
35.85417,-113.07194,AZTCA_PORT1,AZ,Coconino,17463341,2022/05/13,16:17:00+00,6.31,9.0,127.0,68.0,13.0,509.0
35.33667,-83.825,CHEOAH,NC,Graham,17054494,2022/06/07,09:04:59+00,30.97,0.0,98.0,63.0,99.0,0.0
48.93855,-116.73451,SADDLE PASS,ID,Boundary,16921395,2022/06/28,06:08:00+00,21.39,1.0,351.0,56.0,57.0,0.0
36.37139,-83.89278,CHUCK SWAN SF,TN,Union,17394211,2022/08/31,13:05:59+00,37.02,0.0,266.0,73.0,77.0,276.0
35.15428,-117.17569,OPAL MOUNTAIN,CA,San Bernardino,16800563,2022/08/31,13:14:00+00,2.38,1.0,191.0,77.0,33.0,0.0
42.4075,-122.19139,SELDOM CREEK,OR,Klamath,17001023,2022/08/31,13:08:00+00,9.93,3.0,249.0,50.0,79.0,0.0
43.55742,-118.40708,BALD MTN,OR,Harney,16851759,2022/07/01,08:42:59+00,6.13,8.0,0.0,58.0,55.0,0.0
37.67533,-119.78792,EL PORTAL,CA,Mariposa,17506341,2022/08/31,12:51:00+00,0.05,0.0,344.0,68.0,35.0,0.0
38.28192,-114.75869,COYOTE WASH,NV,Lincoln,16845616,2022/08/31,12:42:00+00,4.1,5.0,98.0,64.0,35.0,0.0
61.4222,-150.09257,PT MAC,AK,Matanuska-Susitna,17542428,2022/08/31,12:51:00+00,9.06,5.0,87.0,52.0,90.0,0.0
48.12944,-124.30528,ELLIS MT,WA,Clallam,16879163,2022/07/27,18:01:00+00,79.95,2.0,202.0,75.0,61.0,726.0
33.55586,-116.67454,ANZA,CA,Riverside,17096490,2022/03/15,12:54:00+00,7.75,3.0,2.0,38.0,56.0,0.0
40.44192,-120.62694,HIDDEN VALLEY,CA,Lassen,16813397,2022/05/05,01:12:00+00,9.81,5.0,155.0,76.0,19.0,418.0
33.30389,-114.69333,CIBOLA,AZ,La Paz,17461276,2022/08/31,12:49:00+00,1.44,3.0,334.0,77.0,56.0,0.0
35.27619,-112.06325,GREENBASE,AZ,Coconino,16936750,2022/03/30,12:17:00+00,1.59,6.0,332.0,35.0,92.0,0.0
39.69439,-106.97339,GYPSUM,CO,Eagle,16808746,2022/07/16,17:13:00+00,6.16,4.0,348.0,75.0,56.0,781.0
36.99086,-121.80488,CORRALITOS,CA,Santa Cruz,17092139,2022/03/15,13:27:00+00,20.35,0.0,243.0,51.0,75.0,0.0
39.86136,-112.24356,MUD SPRING,UT,Juab,16866612,2022/08/31,12:36:59+00,3.77,4.0,270.0,62.0,35.0,0.0
48.61528,-100.72917,J. CLARK SALYER,ND,McHenry,17262118,2022/08/31,12:46:00+00,10.41,0.0,23.0,54.0,94.0,17.0
44.465,-112.95194,HARKNESS,MT,Beaverhead,17547545,2022/08/09,20:05:00+00,0.0,10.0,62.0,77.0,17.0,664.0
40.72806,-115.24556,RUBY VALLEY,NV,Elko,17412905,2022/08/22,16:04:00+00,8.34,2.0,124.0,76.0,37.0,468.0
43.11286,-78.40431,IROQUOIS,NY,Genesee,17172776,2022/03/15,13:26:00+00,4.34,3.0,66.0,37.0,89.0,90.0
42.95333,-121.58194,KLAMATH MARSH,OR,Klamath,17345316,2022/07/01,09:32:00+00,9.45,5.0,23.0,40.0,76.0,0.0
40.25683,-124.26603,COOSKIE MOUNTAIN,CA,Humboldt,16804931,2022/03/15,13:09:00+00,45.91,6.0,239.0,46.0,100.0,0.0
48.38333,-114.0575,HUNGRY HORSE,MT,Flathead,17023540,2022/05/23,19:12:00+00,10.88,6.0,267.0,62.0,32.0,874.0
35.5025,-87.45806,MERIWETHER LEWIS,TN,Lewis,17083185,2022/06/29,07:21:59+00,34.73,0.0,269.0,61.0,80.0,0.0
37.93417,-122.11778,BRIONES,CA,Contra Costa,17063453,2022/07/07,14:28:00+00,22.65,12.0,342.0,53.0,98.0,166.0
34.35843,-106.68948,SEVILLETA,NM,Socorro,17455385,2022/04/04,17:12:00+00,19.07,10.0,68.0,60.0,23.0,759.0
38.11586,-111.32077,LARB HOLLOW,UT,Garfield,17413153,2022/05/04,00:04:00+00,3.73,7.0,269.0,38.0,30.0,433.0
39.58442,-117.94392,CHERRY VALLEY,NV,Pershing,16841006,2022/08/31,12:48:00+00,2.59,2.0,177.0,67.0,26.0,0.0
31.10972,-83.42694,ADEL,GA,Cook,17327903,2021/12/14,03:04:00+00,58.21,1.0,326.0,56.0,100.0,0.0
34.90167,-118.90333,GRAPEVINE PEAK,CA,Kern,17519634,2022/08/22,16:14:00+00,0.07,6.0,359.0,76.0,27.0,468.0
35.88194,-118.07556,BEAR PEAK,CA,Tulare,16797737,2022/03/15,13:10:00+00,0.06,29.0,297.0,40.0,52.0,0.0
40.00986,-82.10325,BLUE ROCK,OH,Muskingum,17366816,2022/03/15,12:49:59+00,10.16,2.0,220.0,45.0,51.0,40.0
