FireDepartmentName,SubstationName/PhysicalCity,PhysicalAddress1,County,Latitude,Longitude
Crosby Volunteer Fire Department,Station 85,2819 FM 1942,Harris,29.8707,-95.0161
Crowley Fire Department,Station 02,"400 S Oak St,  ",Tarrant,32.5743,-97.3669
Cut-N-Shoot VFD,Station 21,14421 Hwy 105 East,Montgomery,30.333611,-95.348926
Cut-N-Shoot VFD,Station 22,18784 Highway 105 East,Montgomery,30.329034,-95.277481
Cy-Fair Fire Deptartment,Station 01,9201 Rodney Ray,Harris,29.8963,-95.537
Cy-Fair Fire Deptartment,Station 02,13040 Wortham Center,Harris,29.921,-95.6146
Cy-Fair Fire Deptartment,Station 03,11827 Telge Road,Harris,29.9491,-95.6489
Cy-Fair Fire Deptartment,Station 04,18006 Huffmeister Rd,Harris,29.9973,-95.6993
Cy-Fair Fire Deptartment,Station 05,17819 Keith Harrow Blvd,Harris,29.8487,-95.6728
Cy-Fair Fire Deptartment,Station 06,6404 N Eldridge Parkway,Harris,29.8688,-95.6084
Cy-Fair Fire Deptartment,Station 13,10222 Westgreen,Harris,29.9367,-95.7321
Cy-Fair Fire Deptartment,Station 07,20444 Cypresswood Drive,Harris,29.9924,-95.7377
Cy-Fair Fire Deptartment,Station 08,18210 FM 529,Harris,29.8799,-95.6867
Cy-Fair Fire Deptartment,Station 09,7188 Cherry Park,Harris,29.8825,-95.6383
Cy-Fair Fire Deptartment,Station 10,11310 Steeplecrest,Harris,29.9106,-95.5893
Cy-Fair Fire Deptartment,Station 11,18132 West Road,Harris,29.9082,-95.6968
Cy-Fair Fire Deptartment,Station 12,19780 Keith Harrow Boulevard,Harris,29.8463,-95.7119
Cypress Creek Fire Department,Cypress Creek Fire Department Station 21,14415 North Eldridge Parkway,Harris,29.986,-95.6115
Cypress Creek Fire Department,Cypress Creek Fire Department Station 22,11900 Cypress N. Houston Rd.,Harris,29.9524,-95.6001
Cypress Creek Fire Department,Cypress Creek Fire Department Station 23,9909 Cypresswood Dr.,Harris,29.98,-95.56
Cypress Creek Fire Department,Cypress Creek Fire Department Station 24,12073 Perry Road,Harris,29.9482,-95.5641
Dallas Fire & Rescue Department,Station 56,"7040 Belt Line Rd,",Dallas,32.9496,-96.7823
Dallas Fire & Rescue Department,Station 57,10801 Audellia Road ,Dallas,32.8966,-96.7183
Dallas Fire & Rescue Department,Station 58 ,"3015 Chapel Oaks Dr,  ",Dallas,32.9309,-96.9845
Dallas Fire & Rescue Department,Station 50,"841 S Walton Walker Blvd,",Dallas,32.7372,-96.9207
Dallas Fire & Rescue Department,Station 51,200 South St. Augustine Road ,Dallas,32.7106,-96.6567
Dallas Fire & Rescue Department,Station 52,2504 S Cockrell Hill Rd,Dallas,32.7181,-96.8911
Dallas Fire & Rescue Department,Station 53,1407 John West Rd ,Dallas,32.8075,-96.6936
Dallas Fire & Rescue Department,Station 54,"6238 Bonnie View Rd, ",Dallas,32.6699,-96.7605
Dallas Fire & Rescue Department,Station 55 ,"6600 Trammel Dr, ",Dallas,32.8456,-96.7465
Dallas Fire & Rescue Department,Station 44,"2025 Lagow St,",Dallas,32.7758,-96.7518
Dallas Fire & Rescue Department,Station 45,"716 W Commerce St, ",Dallas,32.7727,-96.8351
Dallas Fire & Rescue Department,Station 46 ,"331 E Camp Wisdom Rd, ",Dallas,32.6626,-96.8184
Dallas Fire & Rescue Department,Station 47,"7161 Envoy Ct, ",Dallas,32.8149,-96.8704
Dallas Fire & Rescue Department,Station 48,"10480 Northwest Hwy, ",Dallas,32.8639,-96.7041
Dallas Fire & Rescue Department,Station 49,"4901 S Hampton Rd,  ",Dallas,32.6848,-96.8574
Dallas Fire & Rescue Department,Station 37 ,"6780 Greenville Ave, ",Dallas,32.8683,-96.7662
Dallas Fire & Rescue Department,Station 38,"2839 Wilhurt Ave,  ",Dallas,32.7082,-96.7755
Dallas Fire & Rescue Department,Station 39,"2850 Ruidosa Ave, ",Dallas,32.8451,-96.6666
Dallas Fire & Rescue Department,Station 40,"2440 E Kirnwood Dr,",Dallas,32.6545,-96.8577
Dallas Fire & Rescue Department,Station 42,"3333 W Mockingbird Ln, ",Dallas,32.8358,-96.836
Dallas Fire & Rescue Department,Station 43 ,"2844 Lombardy Ln, ",Dallas,32.866,-96.8777
Dallas Fire & Rescue Department,Station 31,9365 Garland Rd,Dallas,32.8326,-96.7043
Dallas Fire & Rescue Department,Station 32,"4262 N Jim Miller Rd, ",Dallas,32.7742,-96.6996
Dallas Fire & Rescue Department,Station 33,"745 W Illinois Ave, ",Dallas,32.7196,-96.8366
Dallas Fire & Rescue Department,Station 34,"1234 Carbona Dr, ",Dallas,32.7336,-96.6912
Dallas Fire & Rescue Department,Station 35,"3839 Walnut Hill Ln, ",Dallas,32.8808,-96.8518
Dallas Fire & Rescue Department,Station 36,"3241 N Hampton Rd, ",Dallas,32.7819,-96.8569
Dallas Fire & Rescue Department,Station 25,"2112 56th St, ",Dallas,32.684,-96.7876
Dallas Fire & Rescue Department,Station 26,"3303 Sheldon Ave, ",Dallas,32.7446,-96.8746
Dallas Fire & Rescue Department,Station 27,"8401 Douglas Ave,",Dallas,32.8652,-96.8089
Dallas Fire & Rescue Department,Station 28,"8701 Greenville Ave, ",Dallas,32.8956,-96.7523
Dallas Fire & Rescue Department,Station 29,"9830 Shadow Way,",Dallas,32.9164,-96.7171
Dallas Fire & Rescue Department,Station 30,"11381 Zodiac Ln, ",Dallas,32.8947,-96.8832
Dallas Fire & Rescue Department,Station 19 & Training and Maintenance Facility ,5000 Dolphin Road,Dallas,32.7859,-96.7351
Dallas Fire & Rescue Department,Station 20,"12727 Montfort Dr,  ",Dallas,32.9222,-96.8117
Dallas Fire & Rescue Department,Station 21,"3210 Love Field Dr, ",Dallas,32.8509,-96.8592
Dallas Fire & Rescue Department,Station 22,"12200 Coit Rd, ",Dallas,32.9152,-96.7688
Dallas Fire & Rescue Department,Station 23 ,1660 S Corinth St Rd,Dallas,32.726,-96.7989
Dallas Fire & Rescue Department,Station 24 ,"2426 Elsie Faye Heggins St, ",Dallas,32.7522,-96.7574
Dallas Fire & Rescue Department,Station 13,"6902 Frankford Rd,",Collin,32.9973,-96.7841
Dallas Fire & Rescue Department,Station 14,"1005 W 12th St,",Dallas,32.7416,-96.8397
Dallas Fire & Rescue Department,Station 15,111 E Eighth St ,Dallas,32.7486,-96.8225
Dallas Fire & Rescue Department,Station 16 ,"2616 Chalk Hill Rd, ",Dallas,32.7754,-96.9045
Dallas Fire & Rescue Department,Station 17,"6045 Belmont Ave, ",Dallas,32.8177,-96.7619
Dallas Fire & Rescue Department,Station 18,"660 N Griffin St, ",Dallas,32.7837,-96.8036
Dallas Fire & Rescue Department,Station 07 ,"6010 Davenport Rd,",Dallas,32.9758,-96.8041
Dallas Fire & Rescue Department,Station 08,1904 N Garrett Ave,Dallas,32.8102,-96.7764
Dallas Fire & Rescue Department,Station 09 ,"2002 Cool Mist Ln,",Dallas,32.6788,-96.6101
Dallas Fire & Rescue Department,Station 10 ,"4451 Frankford Rd, ",Collin,32.998,-96.8324
Dallas Fire & Rescue Department,Station 11,"3828 Cedar Springs Rd, ",Dallas,32.8102,-96.8097
Dallas Fire & Rescue Department,Station 12,"7520 W Wheatland Rd, ",Dallas,32.6424,-96.9531
Dallas Fire & Rescue Department,Station 01 ,1901 Irving Blvd ,Dallas,32.794,-96.8269
Dallas Fire & Rescue Department,Station 02 ,4211 Northaven Rd ,Dallas,32.9026,-96.8377
Dallas Fire & Rescue Department,Station 03,500 N Malcolm X Blvd,Dallas,32.7872,-96.7833
Dallas Fire & Rescue Department,Station 04,"816 S Akard St, ",Dallas,32.7742,-96.7961
Dallas Fire & Rescue Department,Station 05,2039 N St Augustine Dr ,Dallas,32.7484,-96.6573
Dallas Fire & Rescue Department,Station 06,2301 Pennsylvania Ave,Dallas,32.7637,-96.7721
Deer Park Fire Department,Station 1,1302 Center,Harris,29.6996,-95.1239
Deer Park Fire Department,Station 2,711 E Pasadena Blvd,Harris,29.6794,-95.1138
Del Rio Fire Department,Station 4,1051 W 10th St,Val Verde,29.3707,-100.9187
Del Rio Fire Department,North Side Station,100 Amistad Blvd,Val Verde,29.3916,-100.908
Del Rio Fire Department,San Felipe Station ,501 E Garza St,Val Verde,29.3656,-100.8729
Denison Fire Department,Station 02,"2720 W Morton St,",Grayson,33.7614,-96.5778
Denison Fire Department,Station 03,"3306 Park Ave, ",Grayson,33.7234,-96.5686
Denton Fire Department,Station 02,"110 Mockingbird Ln,",Denton,33.2144,-97.0958
Denton Fire Department,Station 03,"1401 Underwood St, ",Denton,33.203,-97.1477
Denton Fire Department,Station 04,"2110 E Sherman Dr, ",Denton,33.25,-97.1146
Denton Fire Department,Station 05,"2230 W Windsor Dr, ",Denton,33.2401,-97.1602
Denton Fire Department,Station 06,"3232 Teasley Ln, ",Denton,33.1733,-97.1143
Denton Fire Department,Station 07,"4201 Vintage Blvd, ",Denton,33.1694,-97.1737
Denton Fire Department,Station 08,"3131 Colorado Blvd, ",Denton,33.1826,-97.0975
DeSoto Fire Rescue,Station 261 & Training Center ,"501 E Wintergreen Rd,",Dallas,32.6191,-96.8478
DeSoto Fire Rescue,Station 262,"105 1st St, ",Dallas,32.5889,-96.858
DeSoto Fire Rescue,Station 263,"1301 W Pleasant Run Rd,",Dallas,32.6048,-96.8918
Devine Vol. Fire & Rescue ,Devine Fire Station 1,202 EAST HERRING,Medina,29.1383,-98.9071
Devine Vol. Fire & Rescue ,DEVINE VOLUNTEER FIRE & RESCUE STATION # 2,1419 COUNTY ROAD 5710,Medina,29.1515,-98.9244
DFW Airport Public Safety,Station 4,1575 West 27th Street,Tarrant,32.8874,-97.0642
DFW Airport Public Safety,Station 6 ,"711 Regent Blvd, ",Tarrant,32.944,-97.0342
DFW Airport Public Safety,Station 5,"3150 N Service Rd,",Tarrant,32.8764,-97.0385
DFW Airport Public Safety,Station 1,2900 E 28th St ,Dallas,32.8845,-97.0215
DFW Airport Public Safety,Station 2,1725 W 19th St,Tarrant,32.9114,-97.0591
DFW Airport Public Safety,Station 3 ,3075 N Airfield Dr,Dallas,32.9114,-97.0161
D-Hanis VFD,Station#2,156 FM 2200 South,Medina,29.33,-99.28
District 2 Fire & Rescue,Bexar County ESD #2 (Station 123),11025 Spurs Ranch,Bexar,29.3921,-98.7099
District 2 Fire & Rescue,Bexar County ESD #2 (Station 124),14515 Omnicron Drive,Bexar,29.4217,-98.8082
District 2 Fire & Rescue,Bexar County ESD #2 (Station 161),2220 S. Loop 1604 East,Bexar,29.2194,-98.4581
District 2 Fire & Rescue,Bexar County ESD #2 (Station 121),2096 Talley Road,Bexar,29.4547,-98.7553
District 7 Fire Rescue,116.0,18805 Bandera Rd,Bexar,29.6186,-98.7321
Duncanville Fire Dept.,Station 01,323 W. Camp Wisdom Road ,Dallas,32.6622,-96.9136
Eagle Pass Fire Department,Station 1,590 Quarry St,Maverick,28.7093,-100.501
Eagle Pass Fire Department,Station 2,2420 Second St,Maverick,28.7198,-100.4785
East End VFD,Station 2,1165 FM 1738,Jasper,30.97,-93.91
East Lake Buchanan VFD,Station 2,604 Oak Lane,Burnet,30.8281,-98.3387
East Lake Buchanan VFD,Station 3,council park dr,Burnet,30.8293,-98.357
East Montgomery Co. FD,Station 15-5,14088 Old Hwy 59 N,Montgomery,30.239223,-95.158935
East Montgomery Co. FD,Station 15-4,16625 FM 1485,Montgomery,30.207297,-95.270798
East Montgomery Co. FD,Station 15-1,19870 FM 1485,Montgomery,30.159041,-95.228846
East Montgomery Co. FD,Station 15-6,25175 Morgan Cemetery Rd,Montgomery,30.285257,-95.172745
East Montgomery Co. FD,Station 15-3,27980 FM 1485,Montgomery,30.146462,-95.133605
East Montgomery Co. FD,Station 15-2,585 Roman Forest Blvd,Montgomery,30.173311,-95.192464
"East Wise Fire Rescue, Inc.",Station 2 New Fairview ,999 Farm Road 407,Wise,33.0986,-97.4433
Edinburg Fire Department ,Station 2,600 West Canton Rd,Hidalgo,26.2763,-98.1722
Edinburg Fire Department ,Station 3,1221 E University Dr,Hidalgo,26.2999,-98.1497
Edinburg Fire Department ,Station 4,315 Matthew St,Hidalgo,26.3095,-98.1981
Edinburg Fire Department ,Station 5 ,800 East Davis Road,Hidalgo,26.3561,-98.142
El Paso Fire Department,Station 03,721 E Rio Grande ,El Paso,31.768,-106.4875
El Paso Fire Department,Station 04,1218 Randolph ,El Paso,31.7643,-106.4978
El Paso Fire Department,Station 05,400 Revere St,El Paso,31.7767,-106.4298
El Paso Fire Department,Station 07,3200 Pershing Ave,El Paso,31.7846,-106.4566
El Paso Fire Department,Station 09,47 Dallas ,El Paso,31.7662,-106.4701
El Paso Fire Department,Station 10,1801 Montana Ave,El Paso,31.7748,-106.4752
El Paso Fire Department,Station 22,6500 N. Mesa,El Paso,31.8335,-106.5373
El Paso Fire Department,Station 27,6767 Ojo De Agua,El Paso,31.8622,-106.5473
El Paso Fire Department,Station 31,122 Mesa Park Drive,El Paso,31.8039,-106.5114
El Paso Fire Department,Station 23,5315 Threadgill,El Paso,31.8848,-106.4166
El Paso Fire Department,Station 28,10820 McCombs,El Paso,31.9271,-106.4069
El Paso Fire Department,Station 30,4451 Loma Clara Ct,El Paso,31.9409,-106.4422
El Paso Fire Department,Station 34,6565 Angora Loop S,El Paso,31.9288,-106.3815
El Paso Fire Department,Station 02,111 E. Borderland,El Paso,31.8862,-106.5946
El Paso Fire Department,Station 15,115 Shorty Lane,El Paso,31.8367,-106.5795
El Paso Fire Department,ARFF Station,10499 Global Reach Rd,El Paso,31.8109,-106.3725
El Paso Fire Department,Station 17,8803 Alameda ,El Paso,31.6953,-106.3363
El Paso Fire Department,Station 18,7901 San Jose,El Paso,31.7317,-106.356
El Paso Fire Department,Station 26,9418 North Loop,El Paso,31.6911,-106.3048
El Paso Fire Department,Station 16,3828 Hercules ,El Paso,31.8546,-106.4475
El Paso Fire Department,Station 21,10000 Dyer ,El Paso,31.8994,-106.4081
El Paso Fire Department,Station 19,2405 McRae,El Paso,31.7715,-106.3564
El Paso Fire Department,Station 20,8301 Edgemere,El Paso,31.7869,-106.3778
El Paso Fire Department,Station 29,11977 Pellicano Dr,El Paso,31.7362,-106.2886
El Paso Fire Department,Station 33,3475 Nolan Richardson,El Paso,31.7943,-106.2772
El Paso Fire Department,Station 35,12230 Pine Springs Dr,El Paso,31.7102,-106.2847
El Paso Fire Department,Station 37,12590 RC Poe,El Paso,31.7968,-106.2485
El Paso Fire Department,Station 11,314 S Leon,El Paso,31.7555,-106.4914
El Paso Fire Department,Station 12,3801 Fort Blvd,El Paso,31.8062,-106.4469
El Paso Fire Department,Station 14,6300 Delta,El Paso,31.7591,-106.4113
El Paso Fire Department,Station 06,1850 Firehouse Dr,El Paso,31.761,-106.2738
El Paso Fire Department,Station 24,1498 Lomaland Dr,El Paso,31.7533,-106.3267
El Paso Fire Department,Station 25,10834 Ivanhoe,El Paso,31.7859,-106.3236
Elderville-Lakeport VFD,EldervilleLakeport VFD Station #2,10964 SH 149 ,Gregg,32.3822,-94.6476
Elderville-Lakeport VFD,EldervilleLakeport VFD Station #3,16713 FM 1716 E,Rusk,32.353,-94.6497
Electra VFD,Southside,101 E. Railroad,Wichita,34.0283,-98.919
Ellis Co. ESD 6 FD,Station 02,"306 Industrial Dr, ",Ellis,32.4502,-96.84
Elm Mott Fire/Rescue,Elm Mott Station 35,136 Alex Gill LN,McLennan,31.65,-97.14
Ennis Fire Department,Station 02,"901 E Martin Luther King Dr, ",Ellis,32.3389,-96.6232
Ennis Fire Department,Station 03,"1300 Country Club Rd, ",Ellis,32.3302,-96.6471
ESD 3 Fire Rescue,ESD #3 Fire Rescue Station 2,1495 FM 2199,Harrison,32.537,-94.2391
ESD 3 Fire Rescue,ESD #3 Fire Rescue Station 3,15642 FM 134,Harrison,32.6674,-94.17
ESD 3 Fire Rescue,ESD #3 Fire Rescue Station 4,4413 FM 2625,Harrison,32.4475,-94.2894
ESD 3 Fire Rescue,ESD #3 Fire Rescue Station 5,11580 FM 31,Harrison,32.449,-94.2382
ESD 3 Fire Rescue,ESD #3 Fire Rescue Station 6,414 Gainsville Road,Harrison,32.6141,-94.314
Eula VFD,Station 1 ,5762 FM 603,Callahan,32.346,-99.5621
Euless Fire Dept,Station 01,201 E Ash Ln ,Tarrant,32.8593,-97.0803
Euless Fire Dept,Station 03,202 S Main ,Tarrant,32.8354,-97.083
Euless Fire Dept,Station 02,1515 Westpark Way ,Tarrant,32.816,-97.1222
Ewell VFD,Ewell Substation 2,12143 FM 993,Upshur,32.9,-94.86
Fairview Fire Rescue,Station 02,"1200 Stacy Rd, ",Collin,33.1301,-96.6078
Farmers Branch Fire Dept,Station 02,13333 Alpha Link ,Dallas,32.9262,-96.8447
Farmers Branch Fire Dept,Station 01,"13601 Webb Chapel Rd, ",Dallas,32.932,-96.8738
Flatonia Fire and Rescue Inc,Station 32,207 East South Main,Fayette,29.6869,-97.1062
Flatwoods VFD,Deadwood Station,101 FM 31 S,Panola,32.1418,-94.1443
Flint-Gresham VFD Inc,FlintGresham VFD  Station 2,15995 FM 2493,Smith,32.2478,-95.3482
Florence VFD,Station 2  Andice,14955  RR 2338,Williamson,30.7781,-97.8507
Flower Mound Fire Department,Station 02,"4401 Shiloh Rd,",Denton,33.046,-97.1296
Flower Mound Fire Department,Station 03,"2020 Woodhill Dr, ",Denton,33.0135,-97.0755
Flower Mound Fire Department,Station 04,"4601 Bridlewood Blvd, ",Denton,33.0488,-97.0938
Flower Mound Fire Department,Station 05,800 Spinks Rd,Denton,32.9999,-97.0413
Flower Mound Fire Department,Station 06,"6566 Stonecrest Rd, ",Denton,33.0757,-97.2016
Flower Mound Fire Department,Station 07,"2777 Skillern Blvd, ",Denton,33.024,-97.1064
Fort Bliss Fire & Emergency Services,Station 1 ,54 Slater Rd,El Paso,31.8085,-106.4347
Fort Bliss Fire & Emergency Services,Station 4,Biggs Field ,El Paso,31.8338,-106.3851
Fort Bliss Fire & Emergency Services,Station 3,WBAMC,El Paso,31.8241,-106.4588
Fort Bliss Fire & Emergency Services,Station 6,Highway 213,El Paso,32.1495,-106.5097
Fort Bliss Fire & Emergency Services,Station 2,McGregor Range Rd,El Paso,32.0796,-106.1737
Fort Hood Fire & Emergency Services,Station 3,"7081 Warrior Way,  ",Bell,31.1377,-97.7197
Fort Hood Fire & Emergency Services,Station 2,4125 Tank Destroyer Blvd,Coryell,31.1374,-97.8317
Fort Hood Fire & Emergency Services,Station 5,North Fort Hood ,Coryell,31.3641,-97.6934
Fort Hood Fire & Emergency Services,Station 4,KilleenFort Hood Regional Airport ,Bell,31.0681,-97.833
Fort Stockton VFD,Airport Fire Station,180 A Street Suite A,Pecos,30.91,-102.92
Fort Worth Fire Department,Station 01,120 N. Pecan St.,Tarrant,32.7591,-97.3292
Fort Worth Fire Department,Station 02,1000 Cherry St.,Tarrant,32.7483,-97.3349
Fort Worth Fire Department,Station 03,4700 Ramey Ave.,Tarrant,32.7211,-97.2537
Fort Worth Fire Department,Station 04,2954 Old Mansfield Road,Tarrant,32.7082,-97.2988
Fort Worth Fire Department,Station 05,850 Irma St.,Tarrant,32.7309,-97.319
Fort Worth Fire Department,Station 42,450 E. Rendon Crowley Rd.,Tarrant,32.5783,-97.3119
Fort Worth Fire Department,Station 44,4017 Falcon Way W,Tarrant,32.815,-97.3517
Fort Worth Fire Department,Station 36,5045 Columbus Trail,Tarrant,32.6282,-97.4009
Fort Worth Fire Department,Station 37,4721 Ray White Road,Tarrant,32.9242,-97.2842
Fort Worth Fire Department,Station 38,13280 Park Vista Blvd.,Tarrant,32.9702,-97.2627
Fort Worth Fire Department,Station 39,7655 Oakmont Blvd.,Tarrant,32.6634,-97.4251
Fort Worth Fire Department,Station 40,8510 Spring St.,Tarrant,32.8787,-97.427
Fort Worth Fire Department,Station 41,11400 Willow Springs Road,Tarrant,32.9332,-97.392
Fort Worth Fire Department,Station 30,4416 Southwest Blvd.,Tarrant,32.7078,-97.4373
Fort Worth Fire Department,Station 31,4209 Longstraw Drive,Tarrant,32.8669,-97.2926
Fort Worth Fire Department,Station 32,10201 White Settlement Road,Tarrant,32.7597,-97.5008
Fort Worth Fire Department,Station 33,14650 Statler Blvd.,Tarrant,32.8191,-97.0497
Fort Worth Fire Department,Station 34,14101 Sendera Ranch Blvd.,Tarrant,32.9849,-97.3854
Fort Worth Fire Department,Station 35,2201 Flight Line Road,Tarrant,32.9825,-97.3126
Fort Worth Fire Department,Station 24,3101 Forest Ave.,Tarrant,32.7343,-97.219
Fort Worth Fire Department,Station 25,3801 N. Main St.,Tarrant,32.8128,-97.3515
Fort Worth Fire Department,Station 26,6124 S. Hulen St.,Tarrant,32.6585,-97.398
Fort Worth Fire Department,Station 27,2940 Precinct Line Road,Tarrant,32.8015,-97.1825
Fort Worth Fire Department,Station 28,1300 Everman Parkway,Tarrant,32.6271,-97.3099
Fort Worth Fire Department,Station 29,6400 Westcreek Drive,Tarrant,32.6506,-97.3609
Fort Worth Fire Department,Station 18,1908 Carleton Ave.,Tarrant,32.741,-97.3851
Fort Worth Fire Department,Station 19,2613 Carnation Ave.,Tarrant,32.7847,-97.3083
Fort Worth Fire Department,Station 20,901 Woodhaven Blvd.,Tarrant,32.7647,-97.2415
Fort Worth Fire Department,Station 21,3501 South Hills Ave.,Tarrant,32.6963,-97.3674
Fort Worth Fire Department,Station 22,4849 Wilbarger St.,Tarrant,32.6989,-97.2513
Fort Worth Fire Department,Station 23,3201 Portales Drive,Tarrant,32.7272,-97.4693
Fort Worth Fire Department,Station 12,120 N.W. 22nd St.,Tarrant,32.7845,-97.3495
Fort Worth Fire Department,Station 13,5333 Lea Crest Lane,Tarrant,32.831,-97.421
Fort Worth Fire Department,Station 14,2737 Meadowbrook Drive,Tarrant,32.7438,-97.2861
Fort Worth Fire Department,Station 15,3100 Azle Ave.,Tarrant,32.8028,-97.3841
Fort Worth Fire Department,Station 16,5933 Geddes Ave.,Tarrant,32.7283,-97.4131
Fort Worth Fire Department,Station 17,5151 Hemphill St.,Tarrant,32.6701,-97.3317
Fort Worth Fire Department,Station 06,205 University Drive,Tarrant,32.758,-97.3611
Fort Worth Fire Department,Station 07,925 Morrison Drive,Tarrant,32.7662,-97.1908
Fort Worth Fire Department,Station 08,1101 12th Ave.,Tarrant,32.7329,-97.3475
Fort Worth Fire Department,Station 09,2575 Polaris Drive,Tarrant,32.826,-97.3097
Fort Worth Fire Department,Station 10,3209 Hemphill St.,Tarrant,32.7035,-97.3316
Fort Worth Fire Department,Station 11,1900 Texan Drive,Tarrant,33.0317,-97.3209
Franklin VFD,Station 2,129 Redden Lane,Robertson,31.0133,-96.476
Fredericksburg FD,South Station,221 Friendship Lane,Gillespie,30.2511,-98.8909
Fredericksburg FD,North SubStation,95 Frederick Road,Gillespie,30.2876,-98.8508
Friendswood Volunteer Fire Department,Station 2,2605 West Parkwood Drive,Galveston,29.4771,-95.2198
Friendswood Volunteer Fire Department,Station 3,4302 Laura Leigh Drive,Galveston,29.5226,-95.1757
